mesto,ocena,ime,kategorija,objave,vpisani,ogledi 
2359,A-,Sports Tak,,11012,3.88,857712879
2360,B+,Islam Populer,education,296,3.89,213941426
2361,A-,Shemaroo Bhakti,music,1916,3.89,931443979
2362,A,Луномосик,entertainment,263,3.88,1598708269
2363,A-,Mickey Mouse,film,255,3.87,2509449334
2364,A-,mustafa star l مصطفى ستار,comedy,168,3.87,712927436
2365,A-,LetsPlay,games,2676,3.87,2219745426
2367,B+,Mahendras : Online Videos For Govt…,education,10491,3.87,464701727
2368,A-,dmc,news,98742,3.87,1504236966
2369,B-,French Montana,music,41,3.86,14547855
2370,A-,Fresh Media Records,music,171,3.87,1197279875
2371,B+,CILIO,comedy,613,3.86,575460076
2372,B+,MattyBVlogs,entertainment,481,3.86,1178016967
2373,B+,"Fran, Bel e Nina Kids",entertainment,644,3.86,758676630
2374,B,EA SPORTS FIFA,games,751,3.86,704232743
2375,A-,Capital FM,music,2445,3.86,1826276379
2376,A-,CGMeetup,film,1152,3.86,1249054105
2377,A-,5SOSVEVO,music,73,3.86,1413196004
2378,B+,Coisas de Filó,education,1463,3.86,293231685
2379,B+,Avenged Sevenfold,music,148,3.86,1338570662
2380,D-,Space Videos,tech,1290,3.86,239987926
2381,B+,Man + River,,70,3.86,295164421
2382,B+,The Finest,entertainment,1002,3.86,937498326
2383,A-,Lukas Graham,music,63,3.86,1526586528
2384,A-,Sony Pictures Entertainment,entertainment,3487,3.85,2841156410
2385,A,Talent Recap,entertainment,2800,3.85,2376244306
2386,B,Alfie Deyes Vlogs,entertainment,1405,3.85,1014447943
2387,B+,Maangchi,howto,381,3.85,420882514
2388,A-,MarkRonsonVEVO,music,106,3.85,4191442684
2389,B,Crusher Fooxi,games,844,3.85,270105510
2390,A-,cricket.com.au,sports,8074,3.86,1364558483
2391,A-,All Babies Channel - 3D Nursery Rh…,education,298,3.85,915108380
2392,A,O Canal do Joãozinho - Little Ang…,entertainment,261,3.85,1107929793
2393,B+,TopMax,education,189,3.85,697417005
2394,A-,UnspeakablePlays,games,725,3.85,725279239
2395,B-,Backstreet Boys,music,110,3.85,28697439
2396,B,Leo Osuna,comedy,21,3.84,99177314
2397,D-,Popular Diginet Movies,film,71,3.84,496546670
2398,A,Sevimli Dostlar,education,400,3.84,2616231740
2399,B+,Ameer Alabadi,comedy,184,3.84,1040729175
2400,B+,Ruhi Çenet Videoları,education,310,3.84,507156298
2401,B+,Inemafoo,entertainment,4285,3.84,788599169
2402,B,ApeCrime,entertainment,702,3.83,1089857249
2403,B+,Roxxsaurus,howto,475,3.83,333799336
2404,A-,Piper Rockelle,entertainment,275,3.83,548370613
2405,A-,Brawadis,people,1328,3.83,855295418
2406,B+,Esha Mehra Health Time,,387,3.82,212795824
2407,B,fedfeclip,entertainment,505,3.82,858794619
2408,B+,انيينكم | ANINNKM,people,220,3.82,523298798
2409,B,Paula Stephânia,people,233,3.82,320643358
2410,A,BBC News عربي,news,28573,3.82,1170079456
2411,A-,Lovely Kids Thailand,people,784,3.83,1825889143
2412,B+,La Diversion de Martina,entertainment,293,3.81,823894352
2413,B+,Ayurved Samadhan,howto,2472,3.82,361558863
2414,B+,MagmaMusen,games,557,3.81,849427886
2415,B-,Mario Ruiz,comedy,111,3.81,142373559
2416,A-,Soothing Relaxation,music,383,3.81,1096259507
2418,A-,Kids TV India Hindi Nursery Rhymes,people,797,3.81,1325084712
2419,B+,KeiferMC,games,1611,3.81,1166501742
2420,B+,How To Cook That,entertainment,420,3.81,622865855
2421,B+,Herşey Dahil,entertainment,1522,3.81,1681581900
2422,B+,ChilledCow,music,143,3.81,233081167
2423,B+,Bessan Ismail - بيسان اسم�…,,112,3.81,208147113
2424,A-,La Brujita Tatty - dibujos animados,film,61,3.81,1216605426
2425,A-,SimoneSimariaVEVO,music,42,3.8,1880237888
2426,B+,reZigiusz,entertainment,1071,3.8,812386106
2427,B+,Wrzzer,sports,180,3.8,761266202
2428,A-,Joyner Lucas,music,47,3.8,818941121
2429,A-,SOMOY TV,people,37629,3.8,928203941
2430,A-,Wunderbar Studios,music,585,3.8,1734421918
2431,B+,NiinaSecrets,howto,1500,3.8,388928487
2432,A-,Jamal alimwase ـ جمال الع�…,animals,2914,3.8,1414984223
2433,A-,Filmy Sins,entertainment,79,3.81,329865784
2434,D-,G.S World,,895,3.8,329392944
2435,A-,Nancy Ajram,music,246,3.8,1241513841
2436,A-,GamerGirl,games,1384,3.8,1366622527
2437,B+,Super Kids Games,,656,3.79,1468749416
2438,B+,Oneindia Hindi | वनइंड�…,news,47246,3.79,1145465167
2439,B,Tech Series,,599,3.79,116252783
2440,A-,Pyrocynical,games,613,3.8,968309165
2441,B,Tipsy Bartender,howto,2105,3.79,604869179
2442,B+,El Guzii,howto,322,3.8,356053799
2443,B+,Room Factory,comedy,355,3.79,1201162505
2444,A-,Asianet,entertainment,6282,3.79,521494757
2445,B+,christianvib,education,1182,3.79,594670088
2446,A,Caracol Televisión,entertainment,12284,3.79,1300223492
2447,A-,ثقف نفسك,entertainment,989,3.79,674095467
2448,B+,Mic Set,comedy,43,3.79,250903001
2449,A-,Pixar,film,550,3.79,1790006802
2450,B,DavidParody,comedy,707,3.78,704294643
2451,A-,Bia Lobo,entertainment,301,3.78,1174479033
2452,A-,BehindwoodsTV,entertainment,13637,3.78,1300625111
2453,B+,The Living Tombstone,music,202,3.78,1174800453
2454,B+,Good Mythical MORE,entertainment,1263,3.78,820195298
2455,B,Río Roma,entertainment,114,3.78,196312090
2456,A-,Crown Records,music,138,3.78,944996152
2457,B+,SwaggerSouls,games,137,3.78,255234697
2458,B,Español Para Niños,,51,3.77,929121254
2459,B+,Toy For Kids [토이포키즈],sports,118,3.77,1086407335
2460,B,Exploring With Josh,entertainment,596,3.77,393793317
2461,B+,Walk off the Earth,music,215,3.77,859296213
2462,B+,Candy,education,228,3.77,2346342617
2463,B+,Trey Songz,entertainment,243,3.77,1870743935
2464,B+,Cartoon Network Brasil,entertainment,1826,3.77,838744988
2465,B+,JoJo Siwa Vlogs,people,523,3.77,557174241
2466,A-,Agustin51,games,1288,3.77,664614934
2467,A-,COLORS,music,340,3.77,1088420933
2468,B,Annie LeBlanc,entertainment,288,3.77,450712485
2469,B+,Castro Brothers,comedy,874,3.77,508842669
2470,B+,Bazylland,film,456,3.77,1752204576
2472,A-,20th Century Fox,film,2088,3.77,2100960511
2473,A,mallemalatv,entertainment,3952,3.76,1528134466
2474,A-,TMZ,entertainment,31568,3.76,3345659516
2475,A-,DisneyMusicLAVEVO,,155,3.76,1426461138
2476,B+,Roccibella,howto,376,3.76,263987935
2477,B+,oblomoff,howto,1057,3.76,1086590504
2478,A-,THVL Giải Trí,entertainment,18553,3.76,3373972639
2479,A-,Truyen Hinh Vinh Long,film,15140,3.76,3374089484
2480,B+,Pixl Networks,music,81,3.76,1418333458
2481,B+,PlataBush,film,116,3.76,709380290
2482,B,Abraham Mateo,music,93,3.76,93479823
2483,B+,Berkcan Güven,entertainment,204,3.76,583211388
2484,A-,CloudKid,music,1296,3.76,1182357697
2485,A-,Videogyan Kids Shows - Cartoon Ani…,film,200,3.76,1743479476
2486,B+,Riki MUSIC,film,169,3.76,1031948769
2487,B,Killadamente,entertainment,85,3.75,127579815
2488,B+,Brincando Com a Tia Fla,entertainment,1318,3.75,1054488390
2489,B+,Anastasiz,people,287,3.75,362623058
2490,B+,Red Arcade,games,387,3.75,1147704228
2491,B,TINI,people,102,3.75,68725144
2492,A-,Eros Now Movies Preview,entertainment,1281,3.75,1449391034
2493,B+,Twin Toys,entertainment,364,3.75,1457611495
2494,A,Monde des Titounis,film,718,3.75,3151142100
2495,B+,ZaraLarssonMusicVEVO,music,65,3.75,2032625445
2496,B+,Mamix EveryYear,entertainment,198,3.74,513518614
2497,B,DILLERON ★ Play,games,1837,3.74,1670181189
2498,B+,Dimas Gepenk,music,56,3.74,267055933
2499,B,Igão Underground,comedy,124,3.74,197461626
2500,B+,Kids Club TV &amp; Nursery Rhymes Songs,entertainment,66,3.74,552825490
2501,A-,RotonMusicTV,music,1425,3.74,3713310720
2502,B+,Virgínia Fonseca,people,225,3.74,172122546
2503,A-,Illslick thelegandary,music,105,3.74,1929723905
2504,A-,Funny Vines,comedy,557,3.74,1108476978
2505,B+,Kyler and Mad,people,487,3.74,645225091
2506,A-,HobbyKidsTV,entertainment,3140,3.74,6495583094
2507,A,El Chavo del 8,comedy,657,3.73,2154966286
2508,A-,Mainan Anak LetsPlay,entertainment,279,3.73,1066800647
2509,A-,88rising,entertainment,549,3.73,1284704870
2510,B+,The Icing Artist,howto,294,3.72,813740380
2511,B,The Vamps,music,313,3.72,170155184
2512,A-,packattack04082,games,7466,3.72,4765986499
2513,B+,MindofRez,entertainment,771,3.73,754953509
2514,A-,RT,news,46842,3.72,2925736859
2515,B+,Rainbow TV,education,175,3.72,1079164684
2516,A-,Maha Cartoon TV XD,,213,3.72,854716219
2517,B+,JalanTikus,tech,1570,3.72,504358954
2518,A-,Pica-Pau em Português,,414,3.72,819466558
2519,A-,Kyutae Oppa,people,426,3.72,471176258
2520,B+,julioprofe,education,1203,3.72,503246527
2521,D-,Universo Infantil,,38,3.71,3553526
2522,A-,Yellow Brick Cinema - Relaxing Mus…,music,2326,3.71,1361217782
2523,A-,Zouzounia TV,film,1216,3.72,2705748480
2524,A-,LA LA SCHOOL,,592,3.71,1061135002
2525,B+,Receitas Da Cris,entertainment,523,3.71,272177842
2526,B+,The Tube Family,people,449,3.71,2269059189
2527,A,Luli Pampín,music,94,3.71,982576301
2528,B,Rohit Khatri Fitness,sports,437,3.71,206370917
2529,B+,Discovery,entertainment,7949,3.72,1726343470
2530,B+,Bhojpuri Junction,entertainment,351,3.71,465749715
2531,A-,Gloom,entertainment,649,3.71,775265134
2532,A,Первый канал,nonprofit,11780,3.7,2054187840
2533,B+,The Urdu Teacher,education,797,3.7,284169950
2534,B+,Brian Sobrevilla,comedy,247,3.7,326919676
2535,B-,YG,music,19,3.7,17846111
2536,B+,TXT,people,3345,3.7,1661233616
2537,A-,Daniel Gro,entertainment,91,3.7,652601176
2538,A-,Elhiwar Ettounsi,entertainment,11384,3.7,2469298130
2539,B+,ElSmosh,comedy,800,3.7,992768603
2540,A-,Trav and Cor,film,209,3.7,861552471
2541,A-,Meek Mill,music,143,3.7,1920860178
2542,B+,Memeulous,comedy,408,3.71,790022086
2543,B-,Ingrid Nilsen,howto,722,3.7,382855349
2544,B,La Fênix,entertainment,1109,3.7,623236500
2545,A-,علي عذاب - Ali athab,comedy,545,3.7,431059275
2546,B,FATEH HALILINTAR,people,92,3.71,120712880
2547,B+,Moral Stories TV,people,27,3.69,10251274
2548,A-,Comedy Wale,comedy,103,3.69,574655748
2549,A-,Dancefit Live,entertainment,104,3.69,566383993
2550,B+,Que diabos?,entertainment,180,3.69,246563009
2551,A-,Warner Records,music,962,3.69,1991529890
2552,A-,SeikinTV,entertainment,1673,3.69,3009172512
2553,A-,SkyrockFM,music,3914,3.68,1370704105
2554,A-,NDTV India,news,19241,3.68,657752442
2555,A-,NELK,comedy,199,3.68,505815304
2556,A-,UsherVEVO,music,95,3.68,2956018626
2557,B+,5-Minute Crafts MEN,,1213,3.68,631554819
2558,B,Vsauce3,tech,177,3.68,377399789
2559,B,Michelle Almendra,howto,521,3.68,186996530
2560,B+,أحداث وحقائق,entertainment,419,3.68,444444624
2561,A-,The Onsu Family,entertainment,281,3.69,284359048
2562,B+,Mauricio Meirelles,comedy,821,3.68,551623032
2563,A,Fox News,news,60825,3.68,2743585450
2564,B+,Ariann Music,entertainment,219,3.68,519509836
2565,A-,Hussain Al Jassmi | حسين ال�…,music,446,3.68,1507100032
2566,B+,Sammie the Golden,entertainment,32,3.67,86872764
2567,B+,10ocupados,comedy,332,3.67,453142401
2568,A-,Rajya Sabha TV,news,44536,3.67,602096820
2569,A-,Matt and Rebecca,entertainment,699,3.67,643192221
2570,B+,Unacademy Studios - Rise,education,8037,3.67,294248537
2571,B,Jeamileth Doll,people,1062,3.67,349635656
2572,B,Wayne Goss,howto,1373,3.67,486477508
2573,B+,FallOutBoyVEVO,music,176,3.67,1961093285
2574,A-,Narendra Modi,news,11783,3.67,442335729
2575,B,Miku,entertainment,325,3.67,283095278
2576,A-,KanyeWestVEVO,music,65,3.67,3018716660
2577,A-,Moriah Elizabeth,entertainment,220,3.66,790842790
2578,B,jennxpenn,entertainment,389,3.66,353862533
2579,B+,El Fedelobo,games,1665,3.66,539413275
2580,B,ANDY,comedy,54,3.66,423207757
2581,B,Antonio Garza,howto,46,3.66,180973607
2582,B+,RD Gameplay,games,1847,3.66,545033496
2583,A-,UNIVERSAL MUSIC JAPAN,music,6325,3.66,2377332045
2584,A-,Noriel,music,89,3.67,467201007
2585,B-,KIDS 312,education,9,3.66,42981
2586,A-,Poke,games,2415,3.65,771716791
2587,B+,Taras Kul,tech,1176,3.65,890048831
2588,A-,Вечерний Ургант,entertainment,6722,3.65,1839283804
2589,A-,Best Ever Food Review Show,travel,293,3.65,508571522
2590,B+,Iliass TiiwTiiw,music,31,3.65,986206581
2591,B,ThatcherJoeVlogs,entertainment,742,3.65,680095592
2592,A-,Jorge el Curioso en Español,,309,3.65,1210592825
2593,B,Китай BUGAGA,people,268,3.65,695575253
2594,B+,The Frringo,entertainment,137,3.65,396061969
2595,A-,ELLO,music,8451,3.65,4048354135
2596,B,Миллион Сюрпризов,education,293,3.65,1037807828
2597,B+,يوميات واحد عراقي |…,comedy,187,3.65,346468506
2598,B+,KianAndJc,people,427,3.65,664198749
2599,A,Hành Tinh Đồ Chơi - Toy Planet,entertainment,679,3.65,2026047217
2600,B+,RED21,comedy,1038,3.65,781163749
2601,B,Gerardo Ortiz,music,125,3.65,166162030
2602,A-,Quantum Games,games,2412,3.65,1302262058
2603,B-,Alicia Keys,music,119,3.65,46870436
2604,A-,AkonVEVO,music,39,3.64,3105445752
2605,A-,Sidharth TV,entertainment,4005,3.64,2067416200
2606,B+,베이비버스 -인기 동요・�…,education,949,3.64,1754328004
2607,B+,Zouhair Bahaoui | زهير بها�…,music,31,3.64,600006590
2608,B-,Morat,,16,3.64,2267395
2609,B,SA Wardega,entertainment,51,3.64,776079501
2610,A-,Mr Bean Cartoon World,film,697,3.64,1291202402
2611,B+,Glam&amp;Gore,howto,228,3.64,401297694
2612,B+,Filipin is bro,games,3042,3.64,827080074
2613,B+,LARRAY,people,76,3.64,302750102
2614,B,Афоня TV,comedy,73,3.63,325996857
2615,A,FoxStarHindi,entertainment,733,3.63,1392248946
2616,B+,Sam and Colby,comedy,242,3.63,371143213
2617,B+,Hasbro,film,6741,3.63,1913042836
2618,B+,Fidi Wstafidi l فيدي و است…,people,480,3.63,404511308
2619,B+,Jesus Adrian Romero,music,86,3.63,1525768279
2620,B,Big Sean,entertainment,162,3.63,112367099
2621,B+,DONKEY13,entertainment,481,3.63,283446109
2622,B+,7-Second Riddles,,2571,3.64,990599152
2623,A-,Garena Liên Quân Mobile,,3171,3.63,905223176
2624,B+,SunnyKidsTV,education,13,3.63,359639929
2625,B+,smotraTV,autos,413,3.63,657380041
2626,A-,Sai Recordds Digital,music,2853,3.63,1439961913
2627,B,Mariale SinPatuque,people,165,3.63,27200576
2628,B,Hailee Steinfeld,people,9,3.62,12935949
2629,A-,ค่ายเพลง ได้…,,140,3.63,654739112
2630,B+,Jazz and Tae,people,638,3.62,475325033
2631,B,Le Woop,comedy,185,3.62,634380298
2632,B,theDOMINICshow,comedy,240,3.62,547156579
2633,B-,Mon Laferte,music,90,3.63,59143683
2634,B,Мистик,games,1985,3.62,1230669895
2635,A,ToysPlay,howto,168,3.62,1730209365
2636,B+,Cadê a chave?,entertainment,1417,3.62,701027569
2637,A-,SVF,entertainment,856,3.63,1717381537
2638,A,Jane ASMR 제인,people,530,3.63,753919389
2639,B,D&amp;B Nation,entertainment,169,3.62,225377113
2640,B+,Aymane Serhani,music,28,3.62,862295090
2641,A-,AfacanTV,music,215,3.62,1908417583
2642,B+,هل تعلم ! Did you know,people,469,3.61,764151701
2643,A-,Disney Channel,entertainment,2983,3.61,1374598258
2644,A,ARY News,news,7002,3.61,468844504
2645,A-,보겸 TV,entertainment,8482,3.61,1791791751
2646,B,Mr. Kate,howto,561,3.61,336698580
2647,B+,TechSmartt,tech,1068,3.61,602921969
2648,B+,SovietWomble,games,166,3.61,773638616
2649,B,Loren Gray,people,30,3.61,51043195
2650,B+,viniccius13,games,489,3.61,470765355
2651,A,Boys and Toys,entertainment,374,3.61,1594096160
2652,B,XboxAddictionz,games,294,3.61,673019257
2653,A,reikVEVO,music,176,3.61,4328673226
2654,A-,Sen Anlat Karadeniz,,1737,3.61,2296335575
2655,A,Flamingo,,1069,3.61,1451739204
2656,B+,wuant,entertainment,1561,3.61,1061173702
2657,B,EnjoyPhoenix,howto,707,3.61,557954569
2658,A-,La Capital,howto,185,3.62,504110650
2659,A-,Mr DegrEE,,273,3.6,1127514768
2660,A-,Ahmed Hassan Family,,207,3.6,532581032
2662,B+,Baby Doll Kids,,404,3.6,430112473
2663,B+,Krazyrayray,howto,378,3.6,401312938
2664,B+,The Top Comics,entertainment,595,3.6,693967651
2665,B+,Final Level,games,415,3.6,302114530
2666,B,إسوارة,entertainment,426,3.6,460360967
2667,B-,DOSEofFOUSEY,people,526,3.6,556059174
2668,B+,TuTiTuTV,education,864,3.6,3890305392
2669,A-,Spiritual Mantra,music,969,3.61,795296956
2670,B-,Tessa Brooks,comedy,198,3.59,312094564
2671,C+,SPACE &amp; UNIVERSE (Official),tech,2,3.6,202595701
2672,B+,Kyutie,entertainment,1838,3.6,1033580072
2673,A-,Historias de Juguetes,entertainment,735,3.6,1459705128
2674,B,Xafurdaria,entertainment,563,3.6,317074882
2675,A-,JianHao Tan,comedy,270,3.59,857675732
2676,A-,SoSorry,comedy,791,3.59,1180070021
2677,B+,Русский Мясник,games,148,3.59,442792754
2678,A,Najwa Shihab,news,1266,3.59,546102408
2679,B-,kesha,music,94,3.59,187079166
2680,B,gootmusic,music,155,3.59,742444057
2681,B+,LordeVEVO,music,64,3.59,1508071072
2682,A-,Baby TV كتاكيت بيبي,film,66,3.59,1028150047
2683,B,Huda Beauty,howto,165,3.59,147791316
2684,B,All India Bakchod,comedy,143,3.59,426332936
2685,C+,KuDo ToysReview,people,16,3.59,756286
2686,B,La mafe mendez,entertainment,67,3.59,181857892
2687,A-,Aaron Esser,entertainment,245,3.58,1164476307
2688,A-,Totally TV,entertainment,763,3.58,1133236403
2689,A,djvlad,entertainment,15128,3.58,2486794453
2690,B+,Jaqueline Sobrinho,comedy,330,3.59,335861125
2691,B+,FlexVega,people,237,3.58,353586385
2692,D-,Radhe Creation,music,59,3.58,186135615
2693,B+,SM TV,people,40,3.58,835630062
2694,B+,Rapid Mind,education,221,3.58,263491651
2695,A-,NachoVEVO,music,42,3.58,2001964576
2696,A-,PR Bollywood,education,1090,3.58,703414857
2697,B+,Febatista,games,4346,3.58,794864959
2698,A-,Experiment at Home,people,92,3.58,960050536
2699,B+,Almanaque x,entertainment,468,3.58,336783662
2700,A,KarolGVEVO,music,49,3.57,4373483585
2701,B+,Golden Moustache,comedy,312,3.57,901559072
2702,B,PHIM CẤP 3,entertainment,326,3.57,846459138
2703,A-,AlNaharDrama,entertainment,4919,3.57,1943694691
2704,B+,BarryTube,comedy,158,3.57,365735264
2705,A-,Edho Zell,entertainment,695,3.58,740665947
2706,B+,Ladylike,people,321,3.57,803796495
2707,A,HomeAnimations - Мультики …,games,392,3.57,1434522482
2708,A-,떵개떵,people,3667,3.57,1776501167
2709,A-,Ideias Incríveis GIRLS,howto,1775,3.57,565409127
2710,B+,Sadhguru,howto,1611,3.57,397388819
2711,B+,Top 10s,education,856,3.57,1205422005
2712,A-,YOLO AVENTURAS,,95,3.57,255544178
2713,B+,Spooki | سبوكي,games,659,3.56,424951288
2714,A,Disney FR,film,2550,3.56,2629457210
2715,A-,ACTUALLY HAPPENED,,381,3.56,1245395236
2716,A,Canal Rodrigo Mota TV,comedy,103,3.56,987425352
2717,B+,Zane Hijazi,people,254,3.56,543421728
2718,A-,Alhayah Series TV,entertainment,5694,3.56,1777380014
2719,A-,Скорти,games,1672,3.56,1098246279
2720,B,Inutilismo,people,325,3.56,343398439
2721,A-,clips mix,film,2876,3.56,2104181800
2722,B+,Craftronix,film,249,3.55,1034719079
2723,B,Inanna Sarkis,comedy,53,3.55,335430753
2724,B+,Daniela Alfaro,people,33,3.56,101366556
2725,A-,Te lo resumo,film,387,3.55,654591733
2726,B+,waveya 2011,entertainment,598,3.55,1213020603
2727,A-,Vovô Raul Gil Oficial,entertainment,3840,3.55,937759439
2728,B,Silo Entertainment,games,320,3.55,447197687
2729,B+,Danny Ocean,music,22,3.55,2139954016
2730,A-,Bhojpuri HD Film,,595,3.55,1289165936
2731,B+,GradeAUnderA,comedy,94,3.55,448064787
2732,A-,Guka Family Show,,116,3.55,569975703
2733,A,Lifetime,entertainment,8559,3.55,3968583428
2734,B+,Laura Brito,people,557,3.55,254677509
2735,B+,expertvillage,tech,138531,3.55,3743425614
2736,A-,Sorpresas Divertidas,entertainment,852,3.55,1070756662
2737,A-,IndiaGlitz Tamil Movies | Intervie…,entertainment,14956,3.54,1862339066
2738,B,Jannine Weigel,games,393,3.54,639594761
2739,B+,WithZack,games,1569,3.54,904471327
2740,A-,Funny Vines,people,190,3.54,974705811
2741,B+,Claudipia,howto,274,3.54,243799466
2742,A,123 GO!,,51,3.54,947718625
2743,A-,AJ+ كبريت,entertainment,2369,3.54,472168008
2744,B,Bars and Melody OFFICIAL,music,148,3.54,300832076
2745,A-,Ozzy Man Reviews,comedy,473,3.54,960315033
2746,B-,Mastersaint,entertainment,59,3.54,99851650
2747,A-,Univision,entertainment,39100,3.54,1907038058
2748,B,FUNNY TOONS,film,26,3.54,283348663
2749,A-,Rovi23,games,4205,3.54,1198676932
2750,B,Jordi ENP,,114,3.54,285030999
2751,B+,TeamFourStar,comedy,348,3.53,1233129715
2752,B,Juaum,games,2326,3.53,567953117
2753,B+,Palmashow,comedy,293,3.53,1617777112
2754,A-,By Pamella,entertainment,222,3.53,186092098
2755,B+,ماوكلي,entertainment,102,3.53,589112819
2756,B,Biollo,music,145,3.54,497091820
2757,B,Yarissa,howto,239,3.53,233118588
2758,A-,Nexxuz World,entertainment,1283,3.53,1231076142
2759,B,Lauren Curtis,howto,381,3.53,314130318
2760,A-,FaZe Kay,games,1584,3.53,695434139
2761,A-,Mysterious Dunia,education,363,3.53,451617269
2762,B-,Carly Rae Jepsen,music,52,3.53,5474406
2763,B+,Декстер,people,166,3.53,251597386
2764,A-,Brat TV,entertainment,452,3.52,867980501
2765,B+,Barış Özcan,education,434,3.52,269511443
2766,A-,OfficialGucciMane,music,224,3.52,1686357447
2767,D-,Hindi Dubbed Movies Collection,people,124,3.52,422222032
2768,A,عصابة بدر Badr_Family,people,446,3.52,941255295
2769,B,The Beatles,music,210,3.52,80350061
2770,A-,EugenBro,games,871,3.52,1082812745
2771,A-,WOW ENGLISH TV,education,351,3.53,2793507237
2772,A-,TygaVEVO,music,142,3.52,3027615225
2773,A-,JuanGabrielVEVO,music,251,3.52,3309547479
2774,B,Candy Play TV,education,449,3.52,1394488919
2775,A-,영국남자 Korean Englishman,comedy,361,3.51,947546589
2776,B,Diário das Gêmeas,people,498,3.52,544757356
2777,B+,YassPlays,games,1608,3.51,795808784
2778,B,Laura in the Kitchen,howto,1455,3.51,541923073
2779,A,50KTITTIT,,42,3.51,215370813
2780,B,Maddie Ziegler,people,41,3.51,166459297
2781,B,TBJZL,games,852,3.51,384517641
2782,B+,The Food Ranger,travel,262,3.51,473280111
2783,A-,Antronixx G,,513,3.51,374860785
2784,A-,OWN,entertainment,15879,3.51,1795590499
2785,B+,MooseCraft,games,1666,3.51,771304160
2786,B+,Spoken English Guru,,426,3.5,171060525
2787,B+,KTV,comedy,67,3.5,472326986
2788,B,Aspyn Ovard,howto,316,3.5,280567498
2789,B+,Talk Shows Central,news,63224,3.5,869624520
2790,A-,Виндяй,people,545,3.5,776826502
2791,B,AnthonyPadilla,comedy,173,3.5,172070521
2792,B+,Hello TV- Nursery Rhymes,people,83,3.49,1996280486
2793,B+,INGRID SURPRISE FUN,education,217,3.49,878527565
2794,A-,AM F للكوميديا والاف…,comedy,310,3.5,612589812
2795,A-,BaBYBo,film,21,3.49,869672362
2796,A-,Viacom18 Studios,entertainment,1231,3.49,1555195823
2797,C+,Christian Nodal,,1,3.49,119706
2798,B+,Top15s,entertainment,326,3.49,788443839
2799,A-,Dinah Moraes,comedy,383,3.49,794398384
2800,A-,Paluten,games,5215,3.49,2428255323
2801,A-,[Dorothy]도로시,people,748,3.49,732931709
2802,B+,GOTAGA,games,857,3.49,557453126
2803,B,FRANKIEonPC,games,174,3.49,455406424
2804,B,Toy Jelly,education,1632,3.49,1170995722
2805,B,Fahad Sal,entertainment,359,3.49,305310524
2806,B,Boong Avatar,games,56,3.48,127024243
2807,B-,Bee Relaxing Slime,games,173,3.48,769581
2808,A-,LaurenzSide,games,1416,3.48,1044490048
2809,A-,Logdotzip,games,2901,3.48,904580466
2810,B+,bill wurtz,music,417,3.48,357765542
2811,D-,Moto Madness,autos,85,3.48,263389952
2812,A-,ヒカル（Hikaru）,entertainment,1169,3.48,2226901933
2813,B+,MOMENTO DA CRIANÇA : CHILD'S MOME…,education,869,3.48,856519154
2814,B,YouTube FanFest,entertainment,931,3.48,384047472
2815,A-,The Crazy Haacks,entertainment,614,3.48,1269929506
2816,A-,tlc uk,entertainment,1732,3.47,2072950198
2817,A,Россия 24,news,155474,3.47,3602132586
2818,B,pellekofficial,entertainment,557,3.47,534126987
2819,B,Marco Antonio Solís,entertainment,235,3.47,92903232
2820,B,TecMundo,tech,6197,3.47,633268134
2821,B-,CelineDion,music,52,3.47,10443781
2822,B,ASAPROCKYUPTOWN,music,59,3.46,474930561
2823,B+,DrDreVEVO,music,10,3.46,1771142284
2824,B+,Cúmplices de um Resgate,people,212,3.46,95130282
2825,B,Best Trends,games,200,3.46,378830925
2826,B+,Barvina,entertainment,366,3.46,624856976
2827,B,صاحي Sa7i,sports,990,3.46,781102868
2828,B+,Creative Channel,howto,620,3.46,571501177
2829,B+,Crazy GkTrick,people,262,3.46,226079692
2830,A-,HISTORIAS,entertainment,3107,3.46,1330049121
2831,A-,G Series Music,music,2770,3.46,770575985
2832,B+,ZAmericanEnglish,education,322,3.46,148780652
2833,D-,BiBiPam Tv,,76,3.45,1075890591
2834,B,Mister Epic Mann,comedy,116,3.45,403830606
2835,B+,FastGoodCuisine,howto,1009,3.45,535582090
2836,B+,Toy Trains 4u,entertainment,3366,3.45,4709371866
2837,B+,GameSprout,games,2357,3.45,1391200826
2838,A,Dream Stories TV,,54,3.45,781400554
2839,A-,The Voice India Kids,entertainment,550,3.45,1319488262
2840,B+,AbstrachujeTV,comedy,256,3.45,1188165448
2841,B,Ana Maria Brogui,howto,710,3.45,297119382
2842,B+,CineFix,entertainment,1993,3.45,800977720
2843,A-,Angry Birds,games,1907,3.45,4366161686
2844,A-,WiederDude,people,127,3.45,427520319
2845,B-,Tanya Burr,howto,179,3.45,111024185
2846,B,Thunayyan Khalid,entertainment,514,3.45,609226345
2847,B,Jasmine Thompson,music,137,3.45,606459186
2848,B+,Ireland Boys Productions,entertainment,167,3.45,488705628
2849,A-,Telefe,entertainment,71334,3.46,2771295602
2850,A-,Dekja,autos,1401,3.44,1974472805
2851,B+,Brad Mondo,howto,263,3.44,475749964
2852,B+,Working with Lemons,entertainment,310,3.44,1742387261
2853,B,Mobile Legends: Bang Bang,games,814,3.44,507129454
2854,A,OnePlus India,tech,198,3.44,930740862
2855,A-,Mango Music,music,7836,3.44,1680920106
